chlorides,density,pH,sulphates,acid,residual sugar,alcohol,bound sulfur dioxide,quality,type
0.045,0.9974,3.04,0.53,8.3,12.1,8.9,89,6,white
0.036,0.98981,3.53,0.92,6.27,3.4,13.8,111,6,white
0.175,0.9952,3.19,0.5,7.26,7.4,9.4,112,6,white
0.043,0.9897,3.31,0.5,7,1.4,12.3,65,6,white
0.047,0.99445,3.11,0.42,7.12,8,10.4,76,6,white
0.034,0.99449,3.23,0.41,6.3,6.4,9.2,73,6,white
0.051,0.99566,2.93,0.62,7.34,10.9,9.5,94,6,white
0.039,0.99252,2.91,0.57,6.94,7.3,11,65,6,white
0.053,0.9924,3.21,0.62,7,1.3,10.4,84,6,white
0.075,0.99103,3.32,0.62,8.18,1,11.4,52,6,white
0.026,0.99052,3.18,0.67,7.2,5.1,12.4,96,6,white
0.032,0.99516,2.91,0.43,7.32,12.6,10.6,82,6,white
0.031,0.99128,3.2,0.63,7.07,3.7,11.2,84,6,white
0.021,0.9891,3.24,0.95,7.34,1.7,13.13333333,64,6,white
0.026,0.99052,3.18,0.67,7.2,5.1,12.4,96,6,white
0.043,0.99176,3.19,0.45,8.42,1.3,11,113,6,white
0.036,0.99162,3.18,0.45,8.22,1.5,11.3,130,6,white
0.046,0.99462,3.48,0.57,7.26,6.1,10.7,105,6,white
0.046,0.99462,3.48,0.57,7.26,6.1,10.7,105,6,white
0.036,0.99058,3.1,0.76,7.8,1.2,11.4,50,6,white
0.062,0.99138,3.23,0.35,6.92,1.6,11.1,123,6,white
0.058,0.99271,3.27,0.43,7.08,1.1,9.7,120,6,white
0.031,0.99126,3.49,0.58,6.82,1.2,10.9,64,6,white
0.035,0.99154,3.47,0.56,6.71,1.1,10.6,62,6,white
0.031,0.99154,3.03,0.42,7.82,7.8,13.1,162,6,white
0.038,0.99313,3.38,0.51,6.33,7.4,11,86,6,white
0.05,0.99099,3.44,0.62,6.64,1.1,11.1,78,6,white
0.043,0.99004,3.17,0.36,7.9,1,11.5,42,6,white
0.044,0.98924,3.28,0.34,5.84,1.1,11.9,142,6,white
0.048,0.98944,3.29,0.46,6.3,2.3,12.2,110,6,white
0.048,0.99146,3.05,0.56,8.42,2.5,11.1,94,6,white
0.048,0.99146,3.05,0.56,8.42,2.5,11.1,94,6,white
0.041,0.99005,3.1,0.59,7.48,3.9,12.06666667,57,6,white
0.058,0.99755,2.9,0.46,8.34,13.7,9,146,6,white
0.058,0.99755,2.9,0.46,8.34,13.7,9,146,6,white
0.043,0.99444,3.08,0.42,8.92,9.2,11.4,97,6,white
0.045,0.99222,3.03,0.37,7.54,7.6,11,93,6,white
0.046,0.99224,3.04,0.38,7.7,7.7,11,95,6,white
0.027,0.99067,3.23,0.56,6.7,3,11.2,86,6,white
0.052,0.99069,3.31,0.47,6.94,1.3,11.55,44,6,white
0.046,0.98822,3.06,0.46,7.61,2,13.6,64,6,white
0.048,0.99138,3.29,0.55,6.94,1.9,11.2,82,6,white
0.031,0.98854,3.27,0.38,7.18,1.4,13,57,6,white
0.046,0.99324,3.31,0.64,6.88,4.5,10.8,82,6,white
0.032,0.99626,3.19,0.51,7.74,10.1,9.8,73,6,white
0.015,0.9897,3.37,0.55,6.2,1.9,12.05,78,6,white
0.03,0.99044,3.33,0.52,6.76,1.6,11.9,89,6,white
0.048,0.99282,3.49,0.49,6.72,2.5,10,109,6,white
0.035,0.99245,3.12,0.41,8.36,1.2,9.7,79,6,white
0.046,0.99494,3.15,0.5,8.08,8.1,9.533333333,102,6,white
0.046,0.99494,3.15,0.5,8.08,8.1,9.533333333,102,6,white
0.03,0.9954,3.07,0.5,6.01,11.75,9.4,84,6,white
0.035,0.98964,3.27,0.35,6.18,1.9,11.5,88,6,white
0.046,0.99494,3.15,0.5,8.08,8.1,9.55,102,6,white
0.03,0.9954,3.07,0.5,5.91,11.75,9.4,84,6,white
0.036,0.98938,3.06,0.44,7.36,2.2,11.8,75,6,white
0.038,0.99074,3.24,0.46,6.76,0.9,10.6,83,6,white
0.039,0.99114,3.27,0.5,7.2,1.6,11.2,68,6,white
0.041,0.99254,2.99,0.46,7.36,1.2,9.4,81,6,white
0.02,0.98941,3.26,0.32,7.18,0.8,11.8,76,6,white
0.065,0.9946,3.39,0.47,8.6,1.2,10,6,7,red
0.073,0.9968,3.36,0.57,9,2,9.5,9,7,red
0.092,0.9969,3.3,0.75,10.18,1.8,10.5,68,7,red
0.066,0.9968,3.23,0.73,9.42,2.1,9.7,17,7,red
0.085,0.9968,3.38,0.62,8.86,1.9,9.5,23,7,red
0.065,0.9962,3.42,0.92,9.5,1.8,10.5,13,7,red
0.046,0.9924,3.57,0.85,7.23,1.2,13,80,7,red
0.056,0.99695,3.22,0.82,11.18,1.4,10.3,15,7,red
0.095,0.9994,3.2,0.77,14.88,2.6,10.8,19,7,red
0.095,0.9994,3.2,0.77,14.88,2.6,10.8,19,7,red
0.054,0.998,3.31,0.88,12.76,2.1,10.5,12,7,red
0.054,0.9927,3.54,0.62,6.24,1.6,12.2,87,7,red
0.075,1.00005,3.07,0.84,16.3,2.2,9.2,14,7,red
0.075,1.00005,3.07,0.84,16.3,2.2,9.2,14,7,red
0.085,0.99965,3.36,0.8,11.56,2.6,10.5,19,7,red
0.071,0.9968,3.2,0.72,13.36,1.8,10.2,4,7,red
0.087,0.9991,3.38,0.77,10.34,5.6,10.5,37,7,red
0.358,0.9972,3.25,1.08,9.6,3.5,9.9,5,7,red
0.087,0.9991,3.38,0.77,10.34,5.6,10.5,37,7,red
0.091,0.9976,3.34,0.86,9.92,2.5,10.6,29,7,red
0.091,0.9976,3.34,0.86,9.92,2.5,10.6,29,7,red
0.083,0.9989,3.37,0.71,11.9,3.2,11.5,38,7,red
0.083,0.9989,3.37,0.71,11.9,3.2,11.5,38,7,red
0.121,0.9978,3.05,0.74,13.98,3.65,11.5,8,7,red
0.078,0.9963,3.34,0.74,9.22,2.5,11.7,21,7,red
0.128,0.9992,3.17,0.84,14.35,3.4,12.2,14,7,red
0.082,0.9997,3.11,1.36,14.14,2.3,9.8,17,7,red
0.072,0.9955,3.58,0.89,8.27,2.7,12.3,17,7,red
0.116,0.997,3.24,0.75,12.66,2.95,11.7,17,7,red
0.109,1,3.15,0.85,14.08,3.1,10.4,13,7,red
0.083,1.0022,3.07,0.73,15.35,5.8,10,35,7,red
0.083,1.0022,3.07,0.73,15.35,5.8,10,35,7,red
0.074,0.9962,3.2,1.13,11,2.4,12,12,7,red
0.124,0.9984,3.01,0.83,14,4.4,11.8,9,7,red
0.074,0.9962,3.2,1.13,11,2.4,12,12,7,red
0.096,0.9982,3.19,0.7,10.98,2.5,10,33,7,red
0.066,1.0004,3.22,0.6,14.26,4.2,13,31,7,red
0.093,0.9996,3.18,0.63,14.1,3,10.8,18,7,red
0.097,0.9986,3.27,0.82,11.76,6.7,11.7,13,7,red
0.089,0.9972,3.28,0.73,11.28,2.4,11.8,32,7,red
0.059,0.9952,3.52,0.56,8.34,2.3,12.3,16,7,red
0.066,0.9978,3.15,0.9,11.92,2.1,11,18,7,red
0.059,0.9952,3.52,0.56,8.34,2.3,12.3,16,7,red
0.066,0.9978,3.15,0.9,11.92,2.1,11,18,7,red
0.1,1.0032,2.95,0.68,18.49,3.7,11.2,37,7,red
0.077,0.9963,3.23,0.63,11.86,2.7,11.6,8,7,red
0.054,0.9934,3.57,0.84,6.46,1.7,12.5,22,7,red
0.084,0.9998,3.26,0.74,12.32,2.8,11.2,17,7,red
0.084,0.9998,3.26,0.74,12.32,2.8,11.2,17,7,red
0.081,1.0002,3.32,0.92,13.34,2.8,10.8,32,7,red
0.055,0.9952,3.34,0.79,11.02,2.5,13.3,13,7,red
0.052,0.995,3.32,0.9,10.72,2.6,13.4,14,7,red
0.074,0.999,3.17,0.85,12.74,6.55,12,38,7,red
0.074,0.999,3.17,0.85,12.74,6.55,12,38,7,red
0.078,0.9976,3.18,1.04,11.96,1.9,10.9,18,7,red
0.077,0.9976,3.21,1.05,11.82,1.8,10.8,16,7,red
0.072,0.9968,3.16,0.78,12.44,2.9,12.5,16,7,red
0.075,0.9976,3.25,1.02,11.8,1.8,10.8,15,7,red
0.084,0.9986,3.04,0.68,15.38,2.8,11.4,20,7,red
0.107,0.9973,3.09,0.66,12.8,2.4,11.8,9,7,red
0.107,0.9973,3.09,0.66,12.8,2.4,11.8,9,7,red
0.066,1.0014,3.2,0.66,14.58,5.8,12,30,7,red
0.074,0.9976,2.98,0.66,13.54,1.9,9.9,11,7,red
0.093,1.0002,3.3,0.76,13.44,3.4,10.7,26,7,red
0.094,0.9986,3.12,1.02,12.7,2.7,10.6,31,7,red
0.059,0.9976,3.05,0.74,11.76,2.6,10.5,8,7,red
0.072,0.9973,3.34,0.79,11.18,4.6,12.2,10,7,red
0.143,0.9964,3.35,0.65,9.77,2.2,10.2,16,7,red
0.115,0.9984,3.37,0.69,9.28,6,10.1,6,7,red
0.066,0.9964,3.33,0.67,10.26,2.8,11.2,18,7,red
0.073,0.998,2.92,0.68,14.18,1.4,10.5,19,7,red
0.038,0.99526,3.24,0.81,10.92,1.6,10.8,21,7,red
0.044,0.99264,3.56,0.94,6.27,1.7,12.9,72,7,red
0.052,0.99356,3.33,0.7,9.56,2.4,12.8,6,7,red
0.041,0.99386,3.27,0.71,9.68,2,12.5,6,7,red
0.052,0.99356,3.33,0.7,9.56,2.4,12.8,6,7,red
0.048,0.99154,3.71,0.74,5.74,2.1,14,26,7,red
0.05,0.9951,3.4,0.64,8.72,2.3,11,4,7,red
0.012,0.99064,3.26,0.39,7.82,2.4,11.7,64,7,red
0.012,0.99064,3.26,0.39,7.82,2.4,11.7,64,7,red
0.075,0.99672,3.24,0.83,11.42,1.6,11.2,19,7,red
0.085,0.99736,3.24,0.77,12.88,2.65,12.1,25,7,red
0.071,0.99538,3.51,0.71,9.11,2.5,11.7,4,7,red
0.073,0.99594,3.4,0.78,9.4,2.5,11.3,31,7,red
0.054,0.99686,3.15,0.67,13.2,1.7,10.6,15,7,red
0.067,0.99552,3.23,0.58,10.26,1.6,11.1,4,7,red
0.104,0.99664,3.12,0.65,12.08,2.1,11.8,4,7,red
0.109,0.99614,3.31,0.79,10.22,2.8,11.8,9,7,red
0.066,0.99577,3.15,0.79,12.5,2.6,12.1,27,7,red
0.078,0.99444,3.31,0.77,9.7,2.4,12.5,26,7,red
0.078,0.99444,3.31,0.77,9.7,2.4,12.5,26,7,red
0.08,0.99736,3.58,0.69,8.87,2.4,10.8,17,7,red
0.08,0.99736,3.58,0.69,8.87,2.4,10.8,17,7,red
0.06,0.9962,3.41,0.59,8.1,6,10.8,7,7,red
0.06,0.9962,3.41,0.59,8.1,6,10.8,7,7,red
0.094,0.99639,3.27,0.64,11.11,4.6,12.2,7,7,red
0.064,0.99604,3.47,0.87,9.76,1.9,11,24,7,red
0.063,0.99468,3.3,0.73,10.12,3.3,12,9,7,red
0.068,0.99356,3.34,0.72,8.72,2.8,12.9,19,7,red
0.074,0.99509,3.36,0.76,11.3,2.2,12.4,12,7,red
0.082,0.99484,3.19,0.52,11.42,5,12.5,8,7,red
0.092,0.99834,3.22,0.64,11.76,2.6,10,39,7,red
0.094,0.99864,3.24,0.6,11.48,2.3,9.7,35,7,red
0.09,0.99498,3.27,0.64,9.88,3.8,12.1,13,7,red
0.071,0.99566,3.14,0.79,11.92,2,11.1,13,7,red
0.092,0.99745,3.29,0.99,12.24,4.1,12,13,7,red
0.093,0.99408,3.26,0.62,9.82,2.1,12.4,6,7,red
0.075,0.99552,3.41,0.76,10.04,1.8,11.9,11,7,red
0.075,0.99552,3.41,0.76,10.04,1.8,11.9,11,7,red
0.075,0.99552,3.41,0.76,10.04,1.8,11.9,11,7,red
0.093,0.99408,3.26,0.62,9.82,2.1,12.4,6,7,red
0.058,0.99536,3.31,0.68,9.62,2.2,11.2,4,7,red
0.052,0.99458,3.2,0.69,11.84,2.1,12.1,4,7,red
0.12,0.99519,3.47,0.71,7.78,2.3,11.3,11,7,red
0.103,0.99604,3.13,0.58,10.58,2.4,11.9,4,7,red
0.104,0.99643,3.22,0.65,11.86,2.4,11.6,7,7,red
0.073,0.99658,3.3,0.62,10.28,5.9,12.1,6,7,red
0.061,0.99416,3.28,0.49,8.44,3.6,11.3,20,7,red
0.066,0.9947,3.19,0.55,11.26,1.4,11.4,4,7,red
0.087,0.99378,3.71,0.63,6.92,2.2,12.8,8,7,red
0.087,0.99378,3.71,0.63,6.92,2.2,12.8,8,7,red
0.062,0.99495,3.44,0.72,8.96,2.2,11.5,6,7,red
0.058,0.99676,3.26,0.82,11.36,1.5,10.6,16,7,red
0.063,0.99516,3.26,0.84,10.34,2.05,11.7,14,7,red
0.067,0.9928,3.36,0.55,8.16,1.8,12.8,4,7,red
0.067,0.9928,3.36,0.55,8.16,1.8,12.8,4,7,red
0.063,0.99516,3.26,0.84,10.34,2.05,11.7,14,7,red
0.064,0.99516,3.26,0.84,10.38,2,11.7,13,7,red
0.11,0.99549,3.23,0.7,10.4,3.6,12,12,7,red
0.067,0.99354,3.25,0.55,10.36,1.7,12.3,5,7,red
0.068,0.99486,3.27,0.75,10.46,2.2,12.6,16,7,red
0.088,0.99568,3.32,0.56,8.88,1.8,10.5,6,7,red
0.088,0.99568,3.32,0.56,8.88,1.8,10.5,6,7,red
0.091,0.99488,3.42,0.55,8.28,2.1,11.5,5,7,red
0.093,0.99514,3.35,0.58,8.42,1.8,11,6,7,red
0.085,0.99683,3.17,0.65,11.52,2.4,10.6,12,7,red
0.082,0.99356,3.22,0.59,8.9,2.5,12.5,9,7,red
0.078,0.9953,3.24,0.77,10.34,6.2,12.6,17,7,red
0.069,0.99859,3.29,0.81,11.1,8.9,10.9,21,7,red
0.07,0.99426,3.38,0.77,9.8,2.3,12.7,11,7,red
0.101,0.99586,3.21,0.59,10.92,4,12.1,7,7,red
0.093,0.9971,3.19,0.76,12.1,2.4,11.6,22,7,red
0.101,0.99586,3.21,0.59,10.92,4,12.1,7,7,red
0.07,0.99358,3.4,0.72,7.8,2.4,12.5,13,7,red
0.06,0.99572,3.02,0.83,12.78,2.2,10.9,7,7,red
0.06,0.99572,3.02,0.83,12.78,2.2,10.9,7,7,red
0.057,0.99498,3.18,0.89,10.86,1.5,11.1,18,7,red
0.071,0.99769,3.44,0.86,10.28,2,10.2,22,7,red
0.05,0.99316,3.01,0.51,9.86,8.3,12.3,240.5,7,red
0.05,0.99316,3.01,0.51,9.86,8.3,12.3,251.5,7,red
0.055,0.99738,3.38,0.66,9.98,4.7,11.6,6,7,red
0.095,0.99735,3.02,0.76,13.5,1.5,9.9,19,7,red
0.095,0.99735,3.02,0.76,13.5,1.5,9.9,19,7,red
0.079,0.99615,3.33,0.86,10.54,2.2,12,20,7,red
0.216,0.99358,3.15,0.81,9.52,2.1,12.5,11,7,red
0.068,0.99523,3.27,0.85,10.52,2,11.7,14,7,red
0.092,0.99471,3.78,0.64,6.78,2,12.3,32,7,red
0.055,0.99394,3.14,0.59,9.98,1.7,11.3,14,7,red
0.075,0.9933,3.38,0.88,8.8,1.8,13.6,20,7,red
0.089,0.99684,3.37,0.68,8.3,5.5,11.2,8,7,red
0.061,0.99524,3.3,0.74,9.76,1.7,11.8,9,7,red
0.071,0.99702,3.21,0.49,11.72,6.2,11.8,8,7,red
0.067,0.99473,3.3,0.76,9.5,2.8,12.8,8,7,red
0.071,0.99524,3.33,0.76,9.88,1.75,11.8,43,7,red
0.042,0.9924,3.46,0.87,6.48,2.1,12.9,85,7,red
0.087,0.99676,3.14,0.72,12.46,2.3,11.1,14,7,red
0.075,0.99434,3.14,0.71,9.98,2.3,11.8,7,7,red
0.074,0.99528,3.32,0.88,9.64,2.5,12.4,19,7,red
0.052,0.99318,3.35,0.66,8.42,2.4,12.7,5,7,red
0.063,0.99439,3.52,0.8,8.44,2.5,12.4,30,7,red
0.065,0.99419,3.27,0.54,9.3,1.9,11.2,5,7,red
0.074,0.99534,3.4,0.85,8.84,2.1,11,20,7,red
0.074,0.99534,3.4,0.85,8.84,2.1,11,20,7,red
0.074,0.99534,3.4,0.85,8.84,2.1,11,20,7,red
0.074,0.99534,3.4,0.85,8.84,2.1,11,20,7,red
0.071,0.99428,3.45,0.87,7.84,2,11.2,10,7,red
0.044,0.99157,3.68,0.73,5.94,1.8,13.6,70,7,red
0.062,0.9948,3.14,0.57,11.18,1.7,11.5,6,7,red
0.06,0.99495,3.18,0.82,10.6,1.8,11,34,7,red
0.083,0.9966,3.52,0.62,8.44,2.2,10.2,15,7,red
0.062,0.9952,3.28,0.9,8.86,2,11.3,16,7,red
0.048,0.995,3.27,1.01,9.4,2.2,12.4,18,7,red
0.064,0.9952,3.35,0.77,8.64,2.5,12.1,16,7,red
0.069,0.9955,3.42,0.74,7.22,1.8,10.1,14,7,red
0.062,0.9947,3.23,0.73,8.58,2,11.3,13,7,red
0.062,0.9947,3.23,0.73,8.58,2,11.3,13,7,red
0.104,0.99732,3.33,0.78,9.32,2.7,11,9,7,red
0.062,0.99374,3.35,0.76,7.8,2,11.6,16,7,red
0.054,0.99458,3.32,0.8,9,1.7,11.9,8,7,red
0.062,0.99728,3.3,0.65,8.9,2.1,10,23,7,red
0.062,0.99728,3.3,0.65,8.9,2.1,10,23,7,red
0.048,0.99182,3.54,0.88,6.46,2.2,13.56666667,73,7,red
0.048,0.99182,3.54,0.88,6.46,2.2,13.6,73,7,red
0.066,0.99459,3.42,0.7,7.2,1.4,10,13,7,red
0.064,0.99397,3.42,0.62,8,2.4,11.7,16,7,red
0.054,0.99666,3.4,0.76,8.48,2.2,10.9,30,7,red
0.063,0.9955,3.17,0.81,10,2.3,11.2,7,7,red
0.065,0.99514,3.44,0.68,8.46,1.7,10.55,9,7,red
0.061,0.99484,3.29,0.8,8.22,2.4,11.6,10,7,red
0.044,0.9912,3.54,0.52,7.72,1.5,12.4,95,7,white
0.032,0.9914,3.25,0.55,7.7,1.5,11.4,84,7,white
0.038,0.9912,3.17,0.35,7.78,2.9,11,83,7,white
0.033,0.9906,3.1,0.71,8.56,2,12.3,77,7,white
0.058,0.9931,3.16,0.53,8.38,1.4,10,129,7,white
0.068,0.9914,3.34,0.58,7.68,1.1,11,85,7,white
0.057,0.991,3.32,0.46,7.18,1.1,10.9,61,7,white
0.04,0.9903,3.22,0.49,7.4,6.4,12.6,97,7,white
0.043,0.9898,3.26,0.37,8.18,1.4,12.7,56,7,white
0.042,0.9912,3.31,0.65,8.32,1.3,12,49,7,white
0.035,0.99,3.26,0.4,8.04,1.7,12.6,89,7,white
0.034,0.9899,3.25,0.41,7.98,1.8,12.6,88,7,white
0.04,0.9916,3.21,0.44,8.48,1.7,11.5,97,7,white
0.034,0.9913,2.95,0.36,9.85,1.2,11.4,65,7,white
0.038,0.9958,3.45,0.54,7.62,7.6,9.7,155,7,white
0.044,0.9924,3.3,0.57,7.82,2.8,10.9,132,7,white
0.038,0.9958,3.45,0.54,7.62,7.6,9.7,155,7,white
0.035,0.9917,3.15,0.54,7.9,1.9,10.8,66,7,white
0.034,0.9917,3.38,0.58,7.64,4.6,12,61,7,white
0.043,0.9934,3.12,0.32,9.1,8,11.5,106,7,white
0.036,0.9898,3.29,0.42,7.22,1.5,12.4,86,7,white
0.036,0.9898,3.29,0.42,7.22,1.5,12.4,86,7,white
0.034,0.9896,3.08,0.44,7.98,2.4,12.6,73,7,white
0.038,0.9918,3.35,0.33,7.6,4.55,11.5,99,7,white
0.038,0.9918,3.32,0.59,7.92,1.4,11.2,76,7,white
0.03,0.9912,3.3,0.44,7.2,1.4,11.1,70,7,white
0.03,0.9912,3.3,0.44,7.2,1.4,11.1,70,7,white
0.037,0.9918,3.34,0.41,8.7,1.4,11.1,80,7,white
0.026,0.9903,3.15,0.38,8.26,2.4,11.4,77,7,white
0.03,0.99,3.16,0.61,7.76,2.1,12.6,113,7,white
0.031,0.9905,3.25,0.36,6.74,1.4,10.9,65,7,white
0.03,0.9905,3.25,0.37,6.5,1.4,10.9,64,7,white
0.035,0.9927,3.27,0.41,7.6,5.7,11,89,7,white
0.035,0.9927,3.27,0.41,7.6,5.7,11,89,7,white
0.036,0.9916,3.26,0.68,8.58,4.7,12.4,88,7,white
0.058,0.9979,2.98,0.48,8.44,14.2,9,143,7,white
0.058,0.9979,2.98,0.48,8.44,14.2,9,143,7,white
0.058,0.9979,2.98,0.48,8.44,14.2,9,143,7,white
0.058,0.9979,2.98,0.48,8.44,14.2,9,143,7,white
0.041,0.9957,3.44,0.64,7.2,7.3,9.8,131,7,white
0.041,0.9932,3.19,0.6,8.5,3.8,11.2,105,7,white
0.036,0.9927,3.2,0.42,7.4,4.9,10.4,104,7,white
0.035,0.9917,3.4,0.71,7.36,2.1,11.5,84,7,white
0.03,0.9933,3.52,0.43,7.44,7.85,11.5,114,7,white
0.041,0.9927,3.61,0.61,6.68,1.1,10.3,50,7,white
0.049,0.9934,3.43,0.85,7.66,1.5,10.2,92,7,white
0.045,0.9964,3.19,0.55,8.66,7.8,9,126,7,white
0.031,0.9906,3.36,0.51,6.48,1.3,11.2,48,7,white
0.044,0.9914,3.27,0.74,7.26,2.1,11.4,99,7,white
0.038,0.992,3.03,0.3,8.76,6.85,11.9,106,7,white
0.038,0.992,3.03,0.3,8.76,6.85,11.9,106,7,white
0.037,0.9923,3.49,0.42,7.92,2.3,11.4,84,7,white
0.028,0.9912,3.4,0.71,7.16,3.5,12.3,84,7,white
0.027,0.9893,3.51,0.38,6.2,1.6,12.5,71,7,white
0.027,0.9893,3.51,0.38,6.2,1.6,12.5,71,7,white
0.037,0.9919,3.32,0.51,7.58,1.5,10.4,107,7,white
0.045,0.9924,3.15,0.46,8.58,1.4,10,77,7,white
0.037,0.9919,3.32,0.51,7.58,1.5,10.4,107,7,white
0.045,0.9924,3.15,0.46,8.58,1.4,10,77,7,white
0.027,0.991,3.38,0.39,7.5,3.2,11.3,105,7,white
0.027,0.9893,3.51,0.38,6.2,1.6,12.5,71,7,white
0.026,0.9906,3.48,0.39,6.46,1.5,10.8,91,7,white
0.032,0.9983,3.18,0.61,8.36,14.9,9.3,121,7,white
0.032,0.9983,3.18,0.61,8.36,14.9,9.3,121,7,white
0.031,0.9896,3.39,0.39,7.04,4,12.8,59,7,white
0.03,0.9898,3.16,0.37,8.06,2.7,12.7,95,7,white
0.047,0.9954,3.34,0.52,8.12,8.3,10.5,115,7,white
0.045,0.9934,3.18,0.61,8.39,2.3,9.9,140.5,7,white
0.027,0.992,3.38,0.49,8.04,6.2,12.2,73,7,white
0.045,0.9934,3.18,0.61,8.39,2.3,9.9,140.5,7,white
0.028,0.9913,3.29,0.59,7.88,1.6,11.6,78,7,white
0.052,0.9929,3.48,0.56,7.54,1.6,10.5,93,7,white
0.042,0.9931,3.46,0.51,7.1,2.7,10.6,133,7,white
0.046,0.9924,3.41,0.51,7.08,1.6,10.5,81,7,white
0.052,0.9929,3.48,0.56,7.54,1.6,10.5,93,7,white
0.022,0.9892,3.3,0.4,7.38,1.5,12.9,71,7,white
0.034,0.9944,3.36,0.48,7.96,4.8,9.6,98,7,white
0.028,0.9893,2.99,0.39,8.68,1.1,12.4,63,7,white
0.032,0.9898,3.25,0.4,8.34,1.6,12.7,53,7,white
0.048,0.9938,3.64,0.54,7.02,1.9,10,130,7,white
0.048,0.9938,3.64,0.54,7.02,1.9,10,130,7,white
0.036,0.9952,3.17,0.39,9,9,10.3,81,7,white
0.044,0.9928,3.49,0.5,7.48,1.7,10.2,97,7,white
0.05,0.9976,3.07,0.52,8.62,13.6,9.6,128,7,white
0.026,0.9916,2.93,0.37,10.38,1.2,11.3,62,7,white
0.028,0.9901,3,0.38,9.04,1.6,12.1,86,7,white
0.05,0.9976,3.07,0.52,8.62,13.6,9.6,128,7,white
0.028,0.9901,3,0.38,9.04,1.6,12.1,86,7,white
0.026,0.9916,2.93,0.37,10.38,1.2,11.3,62,7,white
0.049,0.9953,3.12,0.74,7.96,9.1,9.9,119,7,white
0.046,0.9928,3.08,0.77,8.44,1.4,10.4,119,7,white
0.038,0.9912,3.32,0.41,7.64,2.7,11.6,81,7,white
0.032,0.99,3.16,0.39,8.28,2.7,12.7,102,7,white
0.035,0.991,3.17,0.44,8.46,1.9,11.7,99,7,white
0.033,0.9899,3.15,0.38,8.2,2.8,12.7,105,7,white
0.038,0.9912,3.32,0.41,7.64,2.7,11.6,81,7,white
0.034,0.9912,3.38,0.38,7.28,6,12.3,92,7,white
0.046,0.993,3.42,0.51,7.7,1.6,10.1,102,7,white
0.034,0.992,3.47,0.5,7.24,1.7,10.8,99,7,white
0.036,0.9926,3.42,0.49,8,2.1,10.8,79,7,white
0.051,0.9926,3.45,0.5,7.6,0.9,10.5,133,7,white
0.036,0.9909,3.08,0.68,8.08,1.4,11.5,41,7,white
0.037,0.9912,3.21,0.65,9.1,2.4,11.7,83,7,white
0.037,0.9931,3.41,0.46,7.1,4.7,10.8,94,7,white
0.047,0.991,3.34,0.5,6.65,1.2,11,94,7,white
0.067,0.9986,3.07,0.53,8.3,14.4,9.1,154,7,white
0.067,0.9986,3.07,0.53,8.3,14.4,9.1,154,7,white
0.067,0.9986,3.07,0.53,8.3,14.4,9.1,154,7,white
0.067,0.9986,3.07,0.53,8.3,14.4,9.1,154,7,white
0.048,0.9917,3.33,0.75,7.66,2.5,11.4,68,7,white
0.032,0.9952,3.37,0.5,7.98,14,12.2,86,7,white
0.033,0.991,3.42,0.42,7.2,4.75,11.8,71,7,white
0.033,0.991,3.42,0.42,7.2,4.75,11.8,71,7,white
0.033,0.991,3.42,0.42,7.1,4.75,11.8,71,7,white
0.043,0.9938,3.3,0.53,7.94,5.5,10.7,93,7,white
0.039,0.9922,3.26,0.6,7.78,2,10.8,91,7,white
0.03,0.9894,3.41,0.78,7.02,2.4,13.9,116,7,white
0.038,0.9933,3.49,0.71,7.16,1.7,10.5,109,7,white
0.038,0.9933,3.49,0.71,7.16,1.7,10.5,109,7,white
0.042,0.9937,3.45,0.5,8.98,1.8,10.2,92,7,white
0.028,0.9914,3.14,0.39,9.2,1.8,10.9,99,7,white
0.038,0.99155,3.37,0.66,7.5,2.8,11.7,73,7,white
0.022,0.9934,3.01,0.33,10.26,6,11.1,35,7,white
0.021,0.99215,3.17,0.39,8.14,3.8,10.8,102,7,white
0.032,0.9907,3.25,0.48,8.54,1.8,12.2,75,7,white
0.051,0.9932,3.3,0.96,8.18,1.2,9.8,81,7,white
0.047,0.9932,3.3,0.97,8.16,1.2,9.8,80,7,white
0.043,0.9962,3.42,0.4,7.6,8.8,9.3,72,7,white
0.043,0.9962,3.42,0.4,7.6,8.8,9.3,72,7,white
0.045,0.9942,3.41,0.46,7.66,5.2,9.8,91,7,white
0.13,0.9927,3.12,0.39,8.06,1.1,9.3,82,7,white
0.135,0.9927,3.12,0.39,8.22,1.1,9.3,83,7,white
0.053,0.9992,3.37,0.82,8.08,15,9.5,119,7,white
0.053,0.9992,3.37,0.82,8.08,15,9.5,119,7,white
0.037,0.9949,3.46,0.45,6.8,7,10,90,7,white
0.033,0.99225,3.39,0.69,6.98,2,10.9,64,7,white
0.033,0.99225,3.39,0.69,6.98,2,10.9,64,7,white
0.039,0.99795,3.41,0.44,7.64,11.4,9.8,119,7,white
0.055,0.99405,3.42,0.5,7.66,1.1,9.1,151,7,white
0.044,0.9959,3.16,0.44,8.14,10.7,10.9,70,7,white
0.043,0.9925,3.16,0.42,8.14,1.2,11,69,7,white
0.034,0.9924,3.16,0.39,8.88,6,12,114,7,white
0.036,0.9924,3.16,0.39,8.96,6.3,12,114,7,white
0.044,0.99975,3.12,0.47,9.8,13.4,8.8,134,7,white
0.044,0.99975,3.12,0.47,9.8,13.4,8.8,134,7,white
0.036,0.99315,3.21,0.54,7.98,1.7,10.8,68,7,white
